Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
Aaron Cresswell,eng ENG,DF,West Ham,27,1989,34.1,1204,1723,69.9,22518,9345,531,593,89.5,488,642,76.0,163,408,40.0,3,3.2,2.4,-0.2,34,135,21,10,128,34,63.3,12,20,2,19,30,11,42,17,25,44,78,117,1,Matches,1723,1346,361,82,3,23,196,212,67,43,14,2,1204,16,51,7,0,0,20,15,3,196,44,21,0,0,0,149,57,47,54.8,England
Aaron Lennon,eng ENG,MF,Burnley,30,1987,12.4,202,305,66.2,2883,729,121,153,79.1,62,89,69.7,10,21,47.6,2,0.8,1.3,+1.2,7,14,13,5,28,20,10.0,5,14,1,2,20,18,20,5,15,8,28,18,0,Matches,305,301,3,1,0,0,28,2,0,0,0,0,202,1,20,2,0,0,10,12,1,28,8,14,0,0,0,57,4,12,25.0,England
Aaron Lennon,eng ENG,"FW,MF",Everton,30,1987,8.8,146,219,66.7,2086,558,92,122,75.4,45,60,75.0,6,11,54.5,0,0.2,0.3,-0.2,4,6,3,0,19,17,23.8,10,5,2,5,21,16,13,1,12,11,28,9,0,Matches,219,203,15,0,0,0,10,14,0,0,0,0,146,1,18,0,0,0,11,8,0,10,11,10,2,0,0,25,5,7,41.7,England
Aaron Mooy,au AUS,MF,Huddersfield,26,1990,34.1,1553,2098,74.0,25274,7426,788,921,85.6,509,657,77.5,162,337,48.1,3,4.0,4.0,-1.0,50,203,28,9,239,102,41.8,39,51,12,23,55,32,39,5,34,38,140,52,0,Matches,2098,1927,163,82,4,29,185,3,78,43,18,1,1553,8,60,4,0,0,26,16,2,185,38,60,0,0,0,266,32,38,45.7,England
Aaron Ramsey,wls WAL,MF,Arsenal,26,1990,20.5,1065,1277,83.4,16341,4329,556,627,88.7,390,457,85.3,69,97,71.1,8,5.4,5.3,+2.6,28,102,36,3,134,35,18.2,18,17,0,8,44,36,14,3,11,24,59,6,1,Matches,1277,1236,32,20,10,12,17,12,0,0,0,0,1065,9,24,0,0,0,28,33,0,17,24,27,2,0,0,128,10,15,40.0,England
Aaron Wan-Bissaka,eng ENG,DF,Crystal Palace,19,1997,7.0,196,293,66.9,2676,1448,125,150,83.3,56,89,62.9,8,33,24.2,0,0.2,0.4,-0.2,3,12,4,3,23,30,78.9,20,7,3,15,19,4,18,7,11,15,45,45,0,Matches,293,222,71,1,0,0,20,70,0,0,0,0,196,0,12,1,0,0,2,3,0,20,15,19,0,0,0,38,9,10,47.4,England
Abdelhamid Sabiri,ma MAR,MF,Huddersfield,20,1996,2.4,66,100,66.0,907,230,40,58,69.0,17,25,68.0,4,9,44.4,1,0.1,0.1,+0.9,3,9,2,0,13,5,14.3,2,0,3,1,7,6,4,0,4,1,6,2,0,Matches,100,95,4,1,0,0,1,0,0,0,0,0,66,1,1,1,0,0,4,4,1,1,1,4,0,0,0,8,14,12,53.8,England
Abdoulaye Doucouré,ml MLI,MF,Watford,24,1993,36.9,1885,2278,82.7,30698,7812,907,1054,86.1,787,897,87.7,132,193,68.4,3,2.3,2.9,+0.7,40,152,30,3,222,79,34.2,28,42,9,27,79,52,43,10,33,54,133,61,0,Matches,2278,2212,60,35,2,16,26,2,0,0,0,0,1885,6,44,10,0,0,44,26,2,26,54,52,0,1,0,345,42,51,45.2,England
Adam Lallana,eng ENG,"MF,FW",Liverpool,29,1988,2.7,192,229,83.8,2309,705,126,136,92.6,46,54,85.2,3,11,27.3,0,0.4,0.6,-0.4,7,18,11,2,33,3,20.0,3,0,0,2,10,8,3,0,3,1,4,1,0,Matches,229,226,3,1,0,0,8,1,1,1,0,0,192,0,3,1,0,0,4,5,1,8,1,1,0,0,0,15,3,4,42.9,England
Adam Smith,eng ENG,"DF,MF",Bournemouth,26,1991,23.0,898,1119,80.3,14432,4294,464,523,88.7,339,423,80.1,71,120,59.2,3,1.6,1.5,+1.4,22,64,13,5,90,50,45.3,33,16,1,24,53,29,46,8,38,31,81,73,0,Matches,1119,920,198,21,1,7,35,171,6,2,0,0,898,1,27,6,0,0,23,39,1,35,31,36,0,0,0,105,13,27,32.5,England
Ademola Lookman,ng NGA,"FW,MF",Everton,19,1997,1.8,38,47,80.9,514,127,19,23,82.6,13,14,92.9,2,3,66.7,0,0.5,0.0,-0.5,2,2,0,0,6,1,0.0,0,1,0,0,2,2,2,0,2,1,2,3,0,Matches,47,47,0,0,0,0,2,0,0,0,0,0,38,0,2,0,0,0,5,3,0,2,1,1,0,0,0,10,1,2,33.3,England
Adrian Mariappa,jm JAM,DF,Watford,30,1986,24.6,774,1028,75.3,13905,6028,342,395,86.6,343,432,79.4,77,161,47.8,0,0.2,0.3,-0.2,4,50,3,0,60,45,41.2,33,12,0,14,34,20,25,16,9,45,90,133,4,Matches,1028,955,70,10,0,8,4,60,0,0,0,0,774,3,13,4,0,0,32,16,0,4,45,26,0,0,0,111,86,72,54.4,England
Adrien Silva,pt POR,MF,Leicester City,28,1989,8.5,353,439,80.4,5672,1821,163,188,86.7,141,165,85.5,30,46,65.2,1,0.8,0.5,+0.2,7,49,4,0,55,22,21.4,8,13,1,6,28,22,12,2,10,14,36,0,0,Matches,439,419,18,7,3,1,4,0,0,0,0,0,353,2,8,3,0,0,9,8,0,4,14,13,0,0,0,58,11,19,36.7,England
Adrián,es ESP,GK,West Ham,30,1987,19.0,266,571,46.6,11798,10438,12,12,100.0,51,52,98.1,203,503,40.4,0,0.0,0.1,0.0,0,13,1,0,0,2,25.0,2,0,0,1,4,3,1,0,1,0,2,15,1,Matches,571,332,235,51,0,1,0,0,0,0,0,0,266,4,0,2,0,0,1,3,0,0,0,1,0,0,0,20,2,1,66.7,England
Ahmed Hegazi,eg EGY,DF,West Brom,26,1991,37.6,872,1205,72.4,19108,9451,252,307,82.1,423,530,79.8,180,326,55.2,0,0.6,1.4,-0.6,7,56,8,3,65,58,52.0,46,12,0,26,50,24,55,37,18,60,118,278,2,Matches,1205,1161,37,33,1,10,10,2,0,0,0,0,872,7,10,4,0,0,24,12,2,10,60,38,0,0,0,183,100,82,54.9,England
Aiden O'Neill,au AUS,MF,Burnley,19,1998,0.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,England
Ainsley Maitland-Niles,eng ENG,"DF,MF",Arsenal,19,1997,10.2,530,640,82.8,8182,2475,290,321,90.3,178,215,82.8,42,59,71.2,0,0.9,1.4,-0.9,8,37,14,4,35,25,45.2,12,7,6,14,31,17,15,1,14,12,37,35,2,Matches,640,550,87,6,0,3,20,81,0,0,0,0,530,3,18,1,0,0,10,5,0,20,12,17,0,1,0,73,6,14,30.0,England
Alberto Moreno,es ESP,DF,Liverpool,25,1992,14.1,784,964,81.3,14433,4503,310,345,89.9,398,466,85.4,70,125,56.0,0,0.8,1.4,-0.8,15,44,16,6,59,35,44.8,21,12,2,13,29,16,19,2,17,12,47,44,0,Matches,964,813,150,18,1,6,51,129,3,2,1,0,784,1,17,1,0,0,8,19,0,51,12,26,0,0,0,69,9,17,34.6,England
Aleksandar Dragović,at AUT,DF,Leicester City,26,1991,8.5,301,361,83.4,6498,2286,81,95,85.3,160,184,87.0,54,72,75.0,0,0.0,0.0,0.0,0,18,0,0,27,13,53.8,13,0,0,7,13,6,16,8,8,16,29,46,0,Matches,361,331,29,7,0,4,1,22,0,0,0,0,301,1,1,2,0,0,7,3,0,1,16,10,0,0,0,50,13,9,59.1,England
Aleksandar Mitrović,rs SRB,FW,Newcastle Utd,22,1994,1.1,40,55,72.7,496,72,24,30,80.0,13,18,72.2,0,0,,0,0.2,0.3,-0.2,3,1,0,0,3,1,0.0,0,1,0,0,1,1,1,0,1,0,1,2,0,Matches,55,54,1,0,0,0,0,1,0,0,0,0,40,0,2,0,0,0,3,5,1,0,0,1,0,0,0,4,6,9,40.0,England
Alex Iwobi,ng NGA,"MF,FW",Arsenal,21,1996,20.3,997,1171,85.1,14645,3786,587,636,92.3,321,379,84.7,53,78,67.9,5,3.5,3.6,+1.5,36,93,31,0,138,19,27.8,8,8,3,5,18,13,19,1,18,7,26,10,1,Matches,1171,1151,17,3,12,5,20,11,1,0,1,0,997,3,27,1,0,0,11,12,1,20,7,15,0,0,0,110,3,14,17.6,England
Alex McCarthy,eng ENG,GK,Southampton,27,1989,18.0,212,462,45.9,8168,7016,24,25,96.0,69,69,100.0,119,368,32.3,0,0.0,0.0,0.0,0,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,8,0,Matches,462,246,216,58,0,1,0,0,0,0,0,0,212,0,0,2,0,0,0,1,0,0,1,0,0,0,0,15,10,0,100.0,England
Alex Oxlade-Chamberlain,eng ENG,DF,Arsenal,23,1993,2.7,124,158,78.5,2464,689,53,58,91.4,48,57,84.2,23,33,69.7,0,0.5,0.6,-0.5,5,12,8,3,16,5,66.7,2,2,1,2,3,1,5,2,3,6,11,8,0,Matches,158,136,20,3,0,3,16,17,0,0,0,0,124,2,5,0,0,0,1,1,1,16,6,3,0,0,0,22,4,6,40.0,England
Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,23,1993,16.6,609,796,76.5,11074,3186,262,305,85.9,244,312,78.2,79,135,58.5,7,3.8,3.2,+3.2,34,70,40,7,120,32,28.6,13,14,5,6,21,15,24,0,24,20,52,14,0,Matches,796,740,51,10,13,11,70,8,32,20,11,0,609,5,12,3,0,0,16,9,2,70,20,21,0,0,0,91,10,27,27.0,England
Alex Pritchard,eng ENG,"MF,FW",Huddersfield,24,1993,11.1,259,393,65.9,4251,1189,142,173,82.1,77,116,66.4,27,65,41.5,1,1.9,1.2,-0.9,20,26,12,3,44,18,47.6,2,6,10,10,21,11,6,1,5,5,23,11,0,Matches,393,334,58,16,1,1,48,0,23,13,4,3,259,1,14,1,0,0,5,23,1,48,5,8,1,0,0,69,2,19,9.5,England
Alexander Sørloth,no NOR,FW,Crystal Palace,21,1995,4.0,65,114,57.0,851,221,40,62,64.5,19,33,57.6,2,7,28.6,0,0.5,0.5,-0.5,6,6,1,0,7,6,33.3,1,4,1,4,12,8,5,0,5,2,8,5,0,Matches,114,111,3,1,0,2,7,0,0,0,0,0,65,0,10,0,0,0,6,2,3,7,2,3,0,0,0,17,20,21,48.8,England
Alexandre Lacazette,fr FRA,FW,Arsenal,26,1991,24.5,558,744,75.0,6693,1185,369,450,82.0,120,170,70.6,13,25,52.0,4,4.4,4.0,-0.4,36,18,31,3,59,24,14.8,6,11,7,4,27,23,19,3,16,7,31,5,0,Matches,744,691,48,0,9,1,16,0,0,0,0,0,558,5,21,1,0,0,28,28,23,16,7,17,1,0,0,53,29,60,32.6,England
Alexis Sánchez,cl CHI,"MF,FW",Arsenal,28,1988,16.7,643,927,69.4,10650,3348,331,410,80.7,206,302,68.2,75,130,57.7,3,4.9,6.4,-1.9,50,56,74,3,149,20,21.9,9,4,7,7,32,25,5,2,3,6,26,1,0,Matches,927,869,58,15,18,10,54,1,37,25,3,0,643,0,31,4,0,0,21,44,16,54,6,9,0,0,0,48,14,24,36.8,England
Alexis Sánchez,cl CHI,"FW,MF",Manchester Utd,28,1988,11.6,451,637,70.8,6515,2036,241,279,86.4,126,183,68.9,37,69,53.6,3,2.4,3.5,+0.6,26,52,30,4,70,21,14.8,10,4,7,4,27,23,8,0,8,17,38,0,0,Matches,637,591,34,15,11,7,43,0,17,8,6,0,451,12,26,1,0,0,10,31,10,43,17,17,1,0,0,61,6,18,25.0,England
Alfie Mawson,eng ENG,DF,Swansea City,23,1994,38.0,1420,1755,80.9,31280,11208,407,462,88.1,732,847,86.4,268,403,66.5,1,0.6,0.6,+0.4,5,87,5,1,92,32,59.3,24,8,0,16,27,11,41,32,9,35,67,229,5,Matches,1755,1699,51,47,1,43,2,4,0,0,0,0,1420,5,10,3,0,0,19,11,1,2,35,22,0,0,0,220,120,70,63.2,England
Allan Nyom,cm CMR,DF,West Brom,29,1988,25.7,798,1102,72.4,13157,5473,435,482,90.2,274,369,74.3,71,180,39.4,1,1.1,1.5,-0.1,14,42,25,22,58,64,65.1,43,17,4,28,43,15,20,9,11,27,91,93,0,Matches,1102,837,261,4,0,2,88,257,0,0,0,0,798,4,45,7,0,0,20,20,0,88,27,39,0,1,0,147,21,19,52.5,England
Ander Herrera,es ESP,MF,Manchester Utd,27,1989,14.1,917,1064,86.2,13708,3978,471,513,91.8,307,342,89.8,66,118,55.9,2,1.6,1.6,+0.4,11,89,12,1,81,56,29.0,32,20,4,20,69,49,33,6,27,34,90,22,2,Matches,1064,1030,31,25,4,3,15,4,1,0,0,0,917,3,6,5,0,0,28,28,2,15,34,29,0,0,0,104,9,10,47.4,England
Andre Gray,jm JAM,FW,Watford,26,1991,16.6,217,310,70.0,2738,463,134,185,72.4,48,64,75.0,10,12,83.3,2,2.1,1.2,-0.1,18,17,6,1,17,2,0.0,0,1,1,0,3,3,11,0,11,4,6,3,0,Matches,310,297,11,0,2,2,9,0,0,0,0,0,217,2,12,1,0,0,11,5,12,9,4,1,1,0,0,31,17,51,25.0,England
Andreas Christensen,dk DEN,DF,Chelsea,21,1996,23.2,1263,1357,93.1,24630,8441,387,409,94.6,719,752,95.6,134,157,85.4,0,0.1,0.9,-0.1,4,62,2,0,76,26,66.7,23,3,0,10,15,5,25,17,8,39,65,109,5,Matches,1357,1314,38,35,1,1,0,3,0,0,0,0,1263,5,6,0,0,0,8,13,1,0,39,13,0,0,0,139,55,26,67.9,England
Andrew Robertson,sct SCO,DF,Liverpool,23,1994,21.6,1404,1681,83.5,22245,6855,692,753,91.9,595,691,86.1,73,149,49.0,5,4.1,3.4,+0.9,24,121,31,8,150,31,51.7,19,9,3,15,29,14,22,2,20,26,57,56,0,Matches,1681,1497,182,12,3,3,88,170,0,0,0,0,1404,2,42,2,0,0,15,4,5,88,26,17,0,0,0,140,15,9,62.5,England
Andrew Surman,eng ENG,MF,Bournemouth,30,1986,20.6,997,1199,83.2,18377,5842,396,464,85.3,476,536,88.8,108,165,65.5,5,1.0,1.5,+4.0,16,122,16,0,134,16,26.1,5,8,3,6,23,17,33,12,21,16,32,52,2,Matches,1199,1139,59,39,2,10,21,0,18,13,0,0,997,1,13,2,0,0,9,14,1,21,16,12,0,0,0,123,32,44,42.1,England
Andros Townsend,eng ENG,"FW,MF",Crystal Palace,26,1991,34.7,870,1226,71.0,13034,3886,501,573,87.4,259,384,67.4,68,160,42.5,7,7.2,5.4,-0.2,65,64,48,14,104,60,32.0,35,12,13,24,75,51,49,1,48,35,95,28,0,Matches,1226,1088,134,39,3,5,176,23,49,23,5,16,870,4,49,3,0,0,10,46,6,176,35,34,2,0,0,182,3,13,18.8,England
André Ayew,gh GHA,"MF,FW",Swansea City,27,1989,10.6,247,314,78.7,3303,538,151,174,86.8,71,88,80.7,9,19,47.4,2,1.3,0.8,+0.7,12,12,7,0,24,15,15.4,3,10,2,2,13,11,13,1,12,5,20,8,0,Matches,314,302,12,1,4,1,8,3,0,0,0,0,247,0,4,3,0,0,18,19,3,8,5,10,1,0,0,41,28,48,36.8,England
André Ayew,gh GHA,"MF,FW",West Ham,27,1989,9.9,216,291,74.2,2721,532,142,160,88.8,57,77,74.0,5,15,33.3,2,0.3,0.3,+1.7,4,17,5,1,18,19,31.6,6,10,3,6,19,13,5,0,5,4,23,3,0,Matches,291,279,9,1,1,1,8,1,0,0,0,0,216,3,16,2,0,0,6,17,3,8,4,14,0,0,0,52,17,50,25.4,England
André Carrillo,pe PER,"FW,MF",Watford,26,1991,17.1,561,772,72.7,8091,2148,339,396,85.6,145,221,65.6,47,77,61.0,2,2.8,2.4,-0.8,20,40,24,8,72,31,24.2,16,12,3,8,33,25,7,0,7,15,46,16,0,Matches,772,752,20,7,2,6,54,9,4,0,3,0,561,0,39,2,0,0,13,15,4,54,15,24,0,0,0,102,13,40,24.5,England
Andy Carroll,eng ENG,FW,West Ham,28,1989,8.3,158,262,60.3,2741,519,74,114,64.9,64,100,64.0,14,29,48.3,0,0.5,0.3,-0.5,7,13,6,3,11,3,0.0,2,0,1,0,1,1,3,2,1,2,5,15,0,Matches,262,248,13,1,0,2,10,3,0,0,0,0,158,1,3,7,1,1,28,14,6,10,2,3,0,0,0,24,74,48,60.7,England
Andy King,wls WAL,MF,Leicester City,28,1988,6.0,167,221,75.6,2628,676,76,93,81.7,66,81,81.5,12,25,48.0,0,0.1,0.1,-0.1,2,17,0,0,13,8,0.0,0,5,3,0,3,3,4,2,2,5,13,13,0,Matches,221,212,5,2,1,0,5,2,0,0,0,0,167,4,1,1,0,0,5,5,1,5,5,5,1,0,0,34,10,8,55.6,England
Andy King,wls WAL,MF,Swansea City,28,1988,7.9,296,359,82.5,5218,1314,132,145,91.0,125,148,84.5,28,50,56.0,1,0.2,0.5,+0.8,4,35,5,2,38,18,35.7,10,8,0,5,14,9,7,0,7,6,24,14,1,Matches,359,348,11,10,0,3,8,1,0,0,0,0,296,0,3,1,0,0,4,6,0,8,6,11,0,0,0,41,5,6,45.5,England
Angelo Ogbonna,it ITA,DF,West Ham,29,1988,32.0,811,1021,79.4,17054,6402,232,266,87.2,451,520,86.7,120,210,57.1,0,0.5,0.2,-0.5,7,46,4,1,44,30,44.4,18,10,2,8,18,10,40,27,13,58,88,197,1,Matches,1021,991,26,24,1,9,2,2,0,0,0,0,811,4,10,3,0,0,15,17,0,2,58,24,0,1,0,135,79,71,52.7,England
Anthony Knockaert,fr FRA,"MF,FW",Brighton,25,1991,26.9,851,1103,77.2,12977,3196,475,544,87.3,270,337,80.1,61,126,48.4,1,3.2,3.1,-2.2,32,45,30,5,124,39,29.1,25,11,3,16,55,39,29,3,26,23,62,16,0,Matches,1103,1026,70,23,4,12,98,14,27,12,12,0,851,7,25,4,1,0,22,23,8,98,23,26,0,0,0,171,15,19,44.1,England
Anthony Martial,fr FRA,FW,Manchester Utd,21,1995,17.6,613,789,77.7,7580,1899,374,431,86.8,155,193,80.3,18,43,41.9,5,5.1,4.6,-0.1,33,35,27,2,52,15,25.0,9,2,4,3,12,9,5,1,4,3,18,7,0,Matches,789,767,20,6,4,0,48,8,6,5,0,0,613,2,35,1,0,0,17,27,8,48,3,13,0,0,0,79,14,24,36.8,England
Antonio Rüdiger,de GER,DF,Chelsea,24,1993,26.0,1540,1735,88.8,28423,9100,618,649,95.2,734,801,91.6,151,226,66.8,1,0.4,0.7,+0.6,3,114,2,0,121,31,48.4,20,10,1,15,31,16,29,15,14,24,55,115,1,Matches,1735,1695,35,24,3,35,10,11,0,0,0,0,1540,5,7,4,0,0,26,14,2,10,24,21,0,0,0,175,58,38,60.4,England
Antonio Valencia,ec ECU,DF,Manchester Utd,31,1985,30.4,1624,1962,82.8,22647,8135,961,1033,93.0,462,555,83.2,96,200,48.0,1,1.2,2.5,-0.2,23,91,24,10,84,57,44.4,21,28,8,16,36,20,47,6,41,48,105,80,0,Matches,1962,1658,299,23,3,10,79,276,0,0,0,0,1624,5,39,7,0,0,38,20,4,79,48,32,0,0,0,188,22,25,46.8,England
Arthur Masuaku,cd COD,DF,West Ham,23,1993,20.8,668,930,71.8,10657,3590,353,407,86.7,247,343,72.0,50,115,43.5,3,2.0,1.3,+1.0,17,39,16,10,56,58,43.1,36,16,6,25,58,33,25,2,23,26,84,38,1,Matches,930,776,149,7,1,7,100,142,0,0,0,0,668,5,45,5,0,0,30,30,2,100,26,37,0,0,0,143,23,19,54.8,England
Ashley Barnes,eng ENG,FW,Burnley,27,1989,24.1,316,531,59.5,4207,996,193,282,68.4,101,161,62.7,6,33,18.2,0,1.6,1.8,-1.6,17,22,11,4,34,21,17.2,1,14,6,5,29,24,26,5,21,2,23,19,0,Matches,531,515,13,0,3,0,16,2,0,0,0,0,316,3,17,10,0,0,53,71,26,16,2,14,0,0,0,87,81,218,27.1,England
Ashley Westwood,eng ENG,MF,Burnley,27,1990,12.3,492,615,80.0,9936,2893,172,198,86.9,221,255,86.7,85,139,61.2,1,1.0,0.7,0.0,8,52,7,2,69,13,12.5,10,3,0,2,16,14,17,9,8,19,32,16,0,Matches,615,600,12,10,0,8,13,0,2,0,0,0,492,3,3,2,0,0,13,10,0,13,19,10,0,0,0,84,9,5,64.3,England
Ashley Williams,wls WAL,DF,Everton,32,1984,20.4,591,736,80.3,12552,4237,167,184,90.8,322,364,88.5,91,158,57.6,0,0.3,0.2,-0.3,3,31,2,0,39,23,50.0,17,6,0,9,18,9,31,23,8,36,59,173,3,Matches,736,712,21,21,0,6,1,0,0,0,0,0,591,3,11,3,1,0,25,4,3,1,36,13,0,2,0,96,52,40,56.5,England
Ashley Young,eng ENG,DF,Manchester Utd,32,1985,27.1,1285,1683,76.4,20718,7834,703,772,91.1,379,494,76.7,145,293,49.5,4,3.6,4.2,+0.4,26,117,36,24,103,53,38.3,30,17,6,18,47,29,24,5,19,57,110,86,1,Matches,1683,1348,323,34,2,14,121,265,24,18,4,0,1285,12,42,7,0,0,29,35,1,121,57,32,0,0,0,168,19,21,47.5,England
Asmir Begović,ba BIH,GK,Bournemouth,30,1987,38.0,693,1162,59.6,23636,18869,55,55,100.0,300,304,98.7,337,798,42.2,0,0.0,0.0,0.0,1,7,0,0,0,0,0.0,0,0,0,0,2,2,0,0,0,2,2,16,7,Matches,1162,696,464,136,0,1,0,0,0,0,0,0,693,2,1,2,0,0,2,7,0,0,2,0,0,1,0,23,8,2,80.0,England
Axel Tuanzebe,cd COD,FW,Manchester Utd,19,1997,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,England
Aymeric Laporte,es ESP,DF,Manchester City,23,1994,9.0,762,826,92.3,13329,4972,337,354,95.2,346,366,94.5,61,81,75.3,0,0.1,0.3,-0.1,2,54,3,1,72,8,37.5,6,2,0,3,8,5,2,1,1,11,19,27,0,Matches,826,801,25,12,1,10,2,13,0,0,0,0,762,0,3,1,0,0,10,4,0,2,11,7,0,0,0,90,24,9,72.7,England
Ayoze Pérez,es ESP,"MF,FW",Newcastle Utd,24,1993,27.7,515,745,69.1,6748,1456,316,396,79.8,140,205,68.3,16,44,36.4,5,4.7,2.5,+0.3,36,47,17,2,75,39,22.2,11,15,13,12,54,42,36,1,35,24,63,28,0,Matches,745,699,41,1,14,5,22,0,0,0,0,0,515,5,35,3,0,0,36,53,14,22,24,21,0,0,1,126,43,87,33.1,England
Badou Ndiaye,sn SEN,MF,Stoke City,26,1990,12.6,283,348,81.3,4731,1649,142,155,91.6,99,123,80.5,31,44,70.5,1,0.3,0.4,+0.7,7,32,6,1,46,53,39.0,22,25,6,16,41,25,21,9,12,13,66,18,0,Matches,348,330,15,8,1,4,4,4,0,0,0,0,283,3,6,5,0,0,24,21,2,4,13,28,0,1,0,85,10,9,52.6,England
Bakary Sako,ml MLI,"FW,MF",Crystal Palace,29,1988,5.3,94,159,59.1,1412,353,59,75,78.7,18,41,43.9,10,22,45.5,0,1.1,0.6,-1.1,6,6,4,3,8,7,22.2,5,0,2,2,9,7,2,0,2,1,8,2,0,Matches,159,150,9,3,0,2,27,1,4,0,2,1,94,0,9,0,0,0,8,7,4,27,1,6,0,0,0,27,11,16,40.7,England
Ben Chilwell,eng ENG,DF,Leicester City,20,1996,20.6,852,1199,71.1,13076,4494,446,533,83.7,306,429,71.3,60,136,44.1,2,2.4,2.4,-0.4,21,59,26,16,78,36,46.9,21,10,5,15,32,17,31,4,27,28,64,71,3,Matches,1199,974,219,10,0,2,84,208,1,1,0,0,852,6,50,3,1,1,13,23,4,84,28,26,0,0,0,129,66,61,52.0,England
Ben Davies,wls WAL,DF,Tottenham,24,1993,25.8,1305,1735,75.2,22704,8393,612,701,87.3,560,706,79.3,116,247,47.0,6,3.2,3.8,+2.8,46,125,37,14,165,47,52.1,13,21,13,25,48,23,24,5,19,28,75,70,1,Matches,1735,1385,345,19,0,5,149,277,49,23,13,0,1305,5,69,3,0,0,24,25,0,149,28,33,0,0,0,110,45,50,47.4,England
Ben Foster,eng ENG,GK,West Brom,34,1983,37.0,565,1155,48.9,25634,23629,39,41,95.1,135,140,96.4,390,966,40.4,0,0.1,0.1,-0.1,2,45,1,0,1,1,0.0,1,0,0,0,7,7,0,0,0,1,2,12,1,Matches,1155,657,492,154,0,1,0,0,0,0,0,0,565,6,0,2,0,0,1,3,0,0,1,0,0,0,0,55,4,0,100.0,England
Ben Hamer,eng ENG,GK,Leicester City,29,1987,3.1,55,86,64.0,1849,1564,4,4,100.0,26,26,100.0,24,55,43.6,0,0.0,0.0,0.0,0,4,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,3,1,Matches,86,60,26,6,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,100.0,England
Ben Mee,eng ENG,DF,Burnley,27,1989,29.0,823,1086,75.8,17554,7677,269,303,88.8,386,471,82.0,160,281,56.9,0,0.5,0.4,-0.5,6,58,4,0,77,33,55.2,22,11,0,16,29,13,51,42,9,33,66,217,1,Matches,1086,1052,28,22,0,8,3,6,0,0,0,0,823,6,8,5,0,0,14,29,3,3,33,20,0,0,0,153,113,78,59.2,England
Ben Watson,eng ENG,MF,Watford,32,1985,5.1,195,241,80.9,3217,1304,99,111,89.2,67,79,84.8,19,31,61.3,0,0.2,0.3,-0.2,3,12,1,0,24,19,32.3,9,9,1,10,31,21,6,1,5,7,26,10,0,Matches,241,226,14,10,0,3,4,0,2,2,0,0,195,1,6,1,0,0,11,5,0,4,7,9,0,0,0,37,10,6,62.5,England
Ben Woodburn,wls WAL,FW,Liverpool,17,1999,0.1,7,8,87.5,92,11,4,4,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8,8,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,England
Beni Baningime,cd COD,MF,Everton,18,1998,2.2,67,82,81.7,1088,304,28,34,82.4,30,35,85.7,3,5,60.0,0,0.0,0.0,0.0,0,6,1,0,11,6,0.0,1,2,3,0,4,4,5,1,4,2,8,2,0,Matches,82,82,0,0,0,1,0,0,0,0,0,0,67,0,2,1,0,0,4,1,0,0,2,2,0,0,0,9,1,2,33.3,England
Benik Afobe,cd COD,FW,Bournemouth,24,1993,6.8,113,154,73.4,1370,152,77,102,75.5,27,38,71.1,0,1,0.0,0,0.1,0.1,-0.1,2,8,2,0,9,4,16.7,1,2,1,1,6,5,4,0,4,0,4,6,0,Matches,154,142,12,1,0,0,2,0,0,0,0,0,113,0,2,0,0,0,9,13,4,2,0,3,1,0,0,17,22,38,36.7,England
