Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%
Ndombe Mubele,cd COD,"FW,MF",Rennes,23,1994,13.6,196,291,67.4,2660,593,114,145,78.6,44,65,67.7,14,27,51.9,1,1.8,1.5,-0.8,18,7,4,2,16,8,40.0,6,2,0,4,10,6,11,0,11,9,17,4,0,Matches,143,129,12,1,0,2,21,9,2,0,0,0,79,2,12,1,0,0,15,42,5,22,3,8,1,0,0,46,7,13,35.0
Ndombe Mubele,cd COD,"FW,MF",Rennes,23,1994,13.6,196,291,67.4,2660,593,114,145,78.6,44,65,67.7,14,27,51.9,1,1.8,1.5,-0.8,18,7,4,2,16,8,40.0,6,2,0,4,10,6,11,0,11,9,17,4,0,Matches,291,263,27,0,1,3,22,5,1,0,0,0,196,1,11,0,0,0,6,9,0,21,9,4,0,0,0,27,3,7,30.0
Ndombe Mubele,cd COD,"FW,MF",Rennes,23,1994,13.6,196,291,67.4,2660,593,114,145,78.6,44,65,67.7,14,27,51.9,1,1.8,1.5,-0.8,18,7,4,2,16,8,40.0,6,2,0,4,10,6,11,0,11,9,17,4,0,Matches,291,263,27,0,1,3,22,5,1,0,0,0,196,1,11,1,0,0,15,42,5,22,3,8,1,0,0,46,7,13,35.0
Ndombe Mubele,cd COD,"FW,MF",Rennes,23,1994,13.6,196,291,67.4,2660,593,114,145,78.6,44,65,67.7,14,27,51.9,1,1.8,1.5,-0.8,18,7,4,2,16,14,38.5,5,6,3,5,13,8,9,0,9,3,17,3,0,Matches,143,129,12,1,0,2,21,9,2,0,0,0,79,2,12,0,0,0,6,9,0,21,9,4,0,0,0,27,3,7,30.0
Ndombe Mubele,cd COD,"FW,MF",Rennes,23,1994,13.6,196,291,67.4,2660,593,114,145,78.6,44,65,67.7,14,27,51.9,1,1.8,1.5,-0.8,18,7,4,2,16,14,38.5,5,6,3,5,13,8,9,0,9,3,17,3,0,Matches,143,129,12,1,0,2,21,9,2,0,0,0,79,2,12,1,0,0,15,42,5,22,3,8,1,0,0,46,7,13,35.0
Ndombe Mubele,cd COD,"FW,MF",Rennes,23,1994,13.6,196,291,67.4,2660,593,114,145,78.6,44,65,67.7,14,27,51.9,1,1.8,1.5,-0.8,18,7,4,2,16,14,38.5,5,6,3,5,13,8,9,0,9,3,17,3,0,Matches,291,263,27,0,1,3,22,5,1,0,0,0,196,1,11,0,0,0,6,9,0,21,9,4,0,0,0,27,3,7,30.0
Ndombe Mubele,cd COD,"FW,MF",Rennes,23,1994,13.6,196,291,67.4,2660,593,114,145,78.6,44,65,67.7,14,27,51.9,1,1.8,1.5,-0.8,18,7,4,2,16,14,38.5,5,6,3,5,13,8,9,0,9,3,17,3,0,Matches,291,263,27,0,1,3,22,5,1,0,0,0,196,1,11,1,0,0,15,42,5,22,3,8,1,0,0,46,7,13,35.0
Nordi Mukiele,fr FRA,DF,Montpellier,19,1997,31.0,1320,1766,74.7,24084,12350,619,704,87.9,522,676,77.2,161,299,53.8,1,2.7,2.5,-1.7,35,169,34,19,200,70,56.8,41,25,4,25,44,19,26,14,12,73,143,104,2,Matches,1766,1527,231,83,3,23,111,145,3,0,3,0,1320,8,50,5,0,0,34,65,1,111,73,55,0,0,0,245,71,34,67.6
Kévin N'Doram,fr FRA,"MF,DF",Monaco,21,1996,8.0,381,435,87.6,7442,2225,148,167,88.6,174,190,91.6,55,68,80.9,0,0.1,0.1,-0.1,2,28,0,0,42,16,25.0,6,9,1,6,24,18,6,2,4,16,32,29,0,Matches,435,417,18,18,2,10,0,0,0,0,0,0,381,0,3,3,0,0,11,12,0,0,16,10,0,0,0,48,18,11,62.1
Abdallah N'dour,sn SEN,DF,Strasbourg,23,1993,2.8,95,129,73.6,1530,641,55,61,90.2,24,31,77.4,12,25,48.0,0,0.2,0.2,-0.2,4,4,4,3,9,9,50.0,6,3,0,5,10,5,6,1,5,2,11,5,0,Matches,129,101,28,0,0,2,13,28,0,0,0,0,95,0,5,2,1,0,4,6,0,13,2,5,0,0,0,18,1,2,33.3
Clinton N'Jie,cm CMR,FW,Marseille,23,1993,9.7,173,217,79.7,2022,507,97,114,85.1,32,42,76.2,11,15,73.3,3,3.1,1.8,-0.1,16,10,7,4,17,10,22.2,2,5,3,2,9,7,5,0,5,3,13,0,0,Matches,217,194,21,0,3,0,13,8,4,0,3,0,173,2,4,2,0,0,18,2,12,13,3,6,0,0,0,22,7,23,23.3
Stanley N'Soki,fr FRA,DF,Paris S-G,18,1999,0.3,16,16,100.0,202,102,9,9,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,Matches,16,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Préjuce Nakoulma,bf BFA,FW,Nantes,30,1987,12.8,264,344,76.7,3394,482,152,189,80.4,71,88,80.7,12,16,75.0,0,0.9,0.9,-0.9,13,11,5,1,30,10,28.6,3,6,1,2,7,5,2,0,2,5,15,0,0,Matches,344,330,13,1,0,0,5,1,0,0,0,0,264,1,10,4,0,0,34,26,11,5,5,8,0,0,0,44,17,42,28.8
Nathan,br BRA,MF,Amiens,21,1996,0.1,4,5,80.0,37,17,3,3,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5,3,2,0,0,0,1,1,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
Tanguy Ndombele,fr FRA,MF,Amiens,20,1996,2.6,86,114,75.4,1450,507,41,50,82.0,35,41,85.4,9,21,42.9,0,0.1,0.2,-0.1,4,10,3,0,17,6,25.0,2,4,0,1,4,3,4,0,4,5,11,3,0,Matches,114,109,5,1,1,4,4,0,4,3,0,0,86,0,1,0,0,0,1,5,0,4,5,5,0,0,0,18,3,2,60.0
Tanguy Ndombele,fr FRA,MF,Amiens,20,1996,2.6,86,114,75.4,1450,507,41,50,82.0,35,41,85.4,9,21,42.9,0,0.1,0.2,-0.1,4,10,3,0,17,6,25.0,2,4,0,1,4,3,4,0,4,5,11,3,0,Matches,114,109,5,1,1,4,4,0,4,3,0,0,86,0,1,5,0,0,34,70,0,6,36,39,1,0,0,207,17,8,68.0
Tanguy Ndombele,fr FRA,MF,Amiens,20,1996,2.6,86,114,75.4,1450,507,41,50,82.0,35,41,85.4,9,21,42.9,0,0.1,0.2,-0.1,4,10,3,0,17,6,25.0,2,4,0,1,4,3,4,0,4,5,11,3,0,Matches,1530,1497,28,22,12,4,6,5,1,1,0,0,1360,5,23,0,0,0,1,5,0,4,5,5,0,0,0,18,3,2,60.0
Tanguy Ndombele,fr FRA,MF,Amiens,20,1996,2.6,86,114,75.4,1450,507,41,50,82.0,35,41,85.4,9,21,42.9,0,0.1,0.2,-0.1,4,10,3,0,17,6,25.0,2,4,0,1,4,3,4,0,4,5,11,3,0,Matches,1530,1497,28,22,12,4,6,5,1,1,0,0,1360,5,23,5,0,0,34,70,0,6,36,39,1,0,0,207,17,8,68.0
Tanguy Ndombele,fr FRA,MF,Amiens,20,1996,2.6,86,114,75.4,1450,507,41,50,82.0,35,41,85.4,9,21,42.9,0,0.1,0.2,-0.1,4,10,3,0,17,62,27.5,23,31,8,11,40,29,53,8,45,36,98,9,0,Matches,114,109,5,1,1,4,4,0,4,3,0,0,86,0,1,0,0,0,1,5,0,4,5,5,0,0,0,18,3,2,60.0
Tanguy Ndombele,fr FRA,MF,Amiens,20,1996,2.6,86,114,75.4,1450,507,41,50,82.0,35,41,85.4,9,21,42.9,0,0.1,0.2,-0.1,4,10,3,0,17,62,27.5,23,31,8,11,40,29,53,8,45,36,98,9,0,Matches,114,109,5,1,1,4,4,0,4,3,0,0,86,0,1,5,0,0,34,70,0,6,36,39,1,0,0,207,17,8,68.0
Tanguy Ndombele,fr FRA,MF,Amiens,20,1996,2.6,86,114,75.4,1450,507,41,50,82.0,35,41,85.4,9,21,42.9,0,0.1,0.2,-0.1,4,10,3,0,17,62,27.5,23,31,8,11,40,29,53,8,45,36,98,9,0,Matches,1530,1497,28,22,12,4,6,5,1,1,0,0,1360,5,23,0,0,0,1,5,0,4,5,5,0,0,0,18,3,2,60.0
Tanguy Ndombele,fr FRA,MF,Amiens,20,1996,2.6,86,114,75.4,1450,507,41,50,82.0,35,41,85.4,9,21,42.9,0,0.1,0.2,-0.1,4,10,3,0,17,62,27.5,23,31,8,11,40,29,53,8,45,36,98,9,0,Matches,1530,1497,28,22,12,4,6,5,1,1,0,0,1360,5,23,5,0,0,34,70,0,6,36,39,1,0,0,207,17,8,68.0
Tanguy Ndombele,fr FRA,MF,Lyon,20,1996,26.1,1360,1530,88.9,21827,6224,674,738,91.3,554,598,92.6,88,105,83.8,6,4.5,2.8,+1.5,44,132,25,2,178,6,25.0,2,4,0,1,4,3,4,0,4,5,11,3,0,Matches,114,109,5,1,1,4,4,0,4,3,0,0,86,0,1,0,0,0,1,5,0,4,5,5,0,0,0,18,3,2,60.0
Tanguy Ndombele,fr FRA,MF,Lyon,20,1996,26.1,1360,1530,88.9,21827,6224,674,738,91.3,554,598,92.6,88,105,83.8,6,4.5,2.8,+1.5,44,132,25,2,178,6,25.0,2,4,0,1,4,3,4,0,4,5,11,3,0,Matches,114,109,5,1,1,4,4,0,4,3,0,0,86,0,1,5,0,0,34,70,0,6,36,39,1,0,0,207,17,8,68.0
Tanguy Ndombele,fr FRA,MF,Lyon,20,1996,26.1,1360,1530,88.9,21827,6224,674,738,91.3,554,598,92.6,88,105,83.8,6,4.5,2.8,+1.5,44,132,25,2,178,6,25.0,2,4,0,1,4,3,4,0,4,5,11,3,0,Matches,1530,1497,28,22,12,4,6,5,1,1,0,0,1360,5,23,0,0,0,1,5,0,4,5,5,0,0,0,18,3,2,60.0
Tanguy Ndombele,fr FRA,MF,Lyon,20,1996,26.1,1360,1530,88.9,21827,6224,674,738,91.3,554,598,92.6,88,105,83.8,6,4.5,2.8,+1.5,44,132,25,2,178,6,25.0,2,4,0,1,4,3,4,0,4,5,11,3,0,Matches,1530,1497,28,22,12,4,6,5,1,1,0,0,1360,5,23,5,0,0,34,70,0,6,36,39,1,0,0,207,17,8,68.0
Tanguy Ndombele,fr FRA,MF,Lyon,20,1996,26.1,1360,1530,88.9,21827,6224,674,738,91.3,554,598,92.6,88,105,83.8,6,4.5,2.8,+1.5,44,132,25,2,178,62,27.5,23,31,8,11,40,29,53,8,45,36,98,9,0,Matches,114,109,5,1,1,4,4,0,4,3,0,0,86,0,1,0,0,0,1,5,0,4,5,5,0,0,0,18,3,2,60.0
Tanguy Ndombele,fr FRA,MF,Lyon,20,1996,26.1,1360,1530,88.9,21827,6224,674,738,91.3,554,598,92.6,88,105,83.8,6,4.5,2.8,+1.5,44,132,25,2,178,62,27.5,23,31,8,11,40,29,53,8,45,36,98,9,0,Matches,114,109,5,1,1,4,4,0,4,3,0,0,86,0,1,5,0,0,34,70,0,6,36,39,1,0,0,207,17,8,68.0
Tanguy Ndombele,fr FRA,MF,Lyon,20,1996,26.1,1360,1530,88.9,21827,6224,674,738,91.3,554,598,92.6,88,105,83.8,6,4.5,2.8,+1.5,44,132,25,2,178,62,27.5,23,31,8,11,40,29,53,8,45,36,98,9,0,Matches,1530,1497,28,22,12,4,6,5,1,1,0,0,1360,5,23,0,0,0,1,5,0,4,5,5,0,0,0,18,3,2,60.0
Tanguy Ndombele,fr FRA,MF,Lyon,20,1996,26.1,1360,1530,88.9,21827,6224,674,738,91.3,554,598,92.6,88,105,83.8,6,4.5,2.8,+1.5,44,132,25,2,178,62,27.5,23,31,8,11,40,29,53,8,45,36,98,9,0,Matches,1530,1497,28,22,12,4,6,5,1,1,0,0,1360,5,23,5,0,0,34,70,0,6,36,39,1,0,0,207,17,8,68.0
Neymar,br BRA,FW,Paris S-G,25,1992,19.8,1106,1452,76.2,15152,5620,617,698,88.4,295,393,75.1,76,161,47.2,13,11.3,9.8,+1.7,69,133,88,4,204,20,17.5,3,11,6,7,40,33,4,0,4,5,25,2,0,Matches,1452,1298,143,47,57,12,83,22,72,29,11,4,1106,11,34,5,1,1,23,104,10,83,5,14,2,0,0,80,3,5,37.5
Yeni Ngbakoto,cd COD,"FW,MF",Guingamp,25,1992,6.4,130,195,66.7,1619,447,81,93,87.1,30,52,57.7,5,24,20.8,0,0.1,0.2,-0.1,2,8,6,3,12,11,30.0,4,6,1,3,10,7,10,0,10,9,20,6,0,Matches,195,176,17,6,0,1,25,5,6,1,3,0,130,2,6,1,0,0,9,10,1,25,9,10,0,0,0,21,6,13,31.6
Santy Ngom,sn SEN,"FW,MF",Nantes,24,1993,5.2,115,156,73.7,1383,338,64,79,81.0,24,33,72.7,6,13,46.2,0,0.6,0.5,-0.6,9,10,2,0,11,10,12.5,5,5,0,1,8,7,9,1,8,2,12,2,0,Matches,156,154,2,0,1,2,4,1,0,0,0,0,115,0,5,1,0,0,22,19,2,4,2,5,0,0,0,25,14,19,42.4
Guy Ngosso,cm CMR,MF,Amiens,32,1985,6.8,287,337,85.2,5808,1969,109,123,88.6,127,142,89.4,46,63,73.0,0,0.2,0.4,-0.2,3,33,3,0,53,8,20.0,4,4,0,4,20,16,5,3,2,9,17,19,0,Matches,337,331,5,4,1,7,0,1,0,0,0,0,287,1,1,3,0,0,11,7,0,0,9,5,0,0,0,44,9,10,47.4
Opa Nguette,sn SEN,"FW,MF",Metz,23,1994,11.4,190,256,74.2,3030,891,102,123,82.9,74,94,78.7,12,20,60.0,0,1.2,0.7,-1.2,11,26,4,0,35,27,23.8,11,12,4,5,21,16,10,0,10,18,45,13,0,Matches,256,249,5,0,2,3,12,5,0,0,0,0,190,2,13,3,0,0,20,20,2,12,18,22,1,0,0,65,19,17,52.8
Moussa Niakhate,sn SEN,DF,Metz,21,1996,34.5,1138,1444,78.8,26076,11359,287,345,83.2,581,665,87.4,265,409,64.8,1,0.2,0.5,+0.8,4,115,5,0,87,57,59.5,44,12,1,22,37,15,27,14,13,55,112,139,1,Matches,1444,1352,87,56,0,24,9,30,0,0,0,0,1138,5,17,8,0,0,35,40,0,9,55,38,0,1,0,242,63,47,57.3
Adama Niane,ml MLI,FW,Troyes,24,1993,24.0,381,573,66.5,4813,671,240,320,75.0,91,142,64.1,14,25,56.0,2,1.5,0.9,+0.5,17,17,6,2,27,22,23.1,5,10,7,6,26,20,11,2,9,9,31,13,0,Matches,573,512,60,0,1,2,12,3,0,0,0,0,381,1,16,6,0,0,36,28,31,12,9,12,2,0,0,78,74,189,28.1
Ibrahima Niane,sn SEN,"FW,MF",Metz,18,1999,9.4,191,269,71.0,2819,634,102,134,76.1,71,93,76.3,9,21,42.9,1,1.1,1.1,-0.1,9,19,5,3,21,6,25.0,4,1,1,2,8,6,6,0,6,4,10,8,0,Matches,269,263,5,1,0,2,15,1,0,0,0,0,191,1,9,1,0,0,14,28,2,15,4,5,0,0,0,44,28,36,43.8
Casimir Ninga,td CHA,"FW,MF",Montpellier,24,1993,14.3,189,278,68.0,2631,452,115,149,77.2,48,77,62.3,12,24,50.0,1,1.2,1.0,-0.2,16,5,4,1,16,12,20.0,1,6,5,2,10,8,12,2,10,4,16,13,0,Matches,278,258,20,0,1,1,21,12,0,0,0,0,189,0,12,1,0,0,32,10,15,21,4,7,0,0,0,39,21,48,30.4
Benjamin Nivet,fr FRA,"MF,FW",Troyes,40,1977,15.2,542,717,75.6,8005,2754,296,349,84.8,161,199,80.9,45,76,59.2,2,2.2,2.4,-0.2,28,66,21,2,96,31,21.6,12,14,5,11,51,40,18,1,17,16,47,20,0,Matches,717,683,32,13,8,1,30,4,15,9,1,0,542,2,29,0,0,0,23,24,1,30,16,14,0,0,0,79,16,24,40.0
Jordan Nkololo,cd COD,"MF,FW",Caen,24,1992,4.7,86,123,69.9,1527,530,36,45,80.0,37,48,77.1,10,21,47.6,0,0.9,0.9,-0.9,11,10,6,5,11,9,25.0,4,5,0,1,4,3,7,1,6,1,10,0,0,Matches,123,115,8,0,0,1,20,1,5,2,2,1,86,0,5,0,0,0,5,10,2,20,1,6,0,0,0,29,3,11,21.4
Christopher Nkunku,fr FRA,"FW,MF",Paris S-G,19,1997,7.0,326,361,90.3,4354,946,194,208,93.3,85,89,95.5,17,28,60.7,0,0.7,0.6,-0.7,4,22,7,0,31,5,21.4,2,2,1,3,14,11,8,2,6,5,10,2,1,Matches,361,347,13,2,1,2,10,4,7,1,5,0,326,1,3,0,0,0,12,9,2,10,5,2,0,0,0,31,4,4,50.0
Vincent Nogueira,fr FRA,MF,Strasbourg,29,1988,0.7,36,42,85.7,667,118,16,18,88.9,15,15,100.0,4,7,57.1,0,0.0,0.0,0.0,0,0,0,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches,42,41,1,1,0,3,0,0,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,
Paul-Georges Ntep,cm CMR,"FW,MF",Saint-Étienne,25,1992,5.7,126,192,65.6,2125,573,64,80,80.0,40,60,66.7,14,26,53.8,0,0.3,0.2,-0.3,6,8,11,1,23,14,47.1,8,5,1,8,17,9,4,1,3,3,17,4,0,Matches,192,185,6,1,0,5,17,2,1,1,0,0,126,1,10,2,0,0,6,13,2,17,3,8,0,0,0,21,5,8,38.5
Gerzino Nyamsi,fr FRA,DF,Rennes,20,1997,3.0,68,84,81.0,1410,633,19,23,82.6,35,38,92.1,13,22,59.1,0,0.0,0.0,0.0,0,4,0,0,9,4,0.0,4,0,0,0,3,3,2,2,0,3,7,18,2,Matches,84,81,3,3,0,0,0,0,0,0,0,0,68,0,0,0,0,0,3,1,0,0,3,2,0,0,0,13,13,3,81.3
Johann Obiang,ga GAB,DF,Troyes,24,1993,5.2,180,263,68.4,2768,1359,96,110,87.3,59,93,63.4,14,35,40.0,0,0.1,0.1,-0.1,2,10,2,2,25,13,46.2,9,2,2,6,13,7,9,1,8,7,20,15,0,Matches,263,203,60,2,1,0,19,58,0,0,0,0,180,0,8,1,0,0,7,5,0,19,7,9,0,0,0,17,5,11,31.3
Lucas Ocampos,ar ARG,FW,Marseille,23,1994,22.6,485,642,75.5,6029,1593,304,368,82.6,98,132,74.2,29,49,59.2,3,2.5,2.4,+0.5,22,33,18,6,54,83,32.3,30,44,9,30,93,63,42,3,39,30,113,26,0,Matches,642,621,18,1,2,2,26,17,0,0,0,0,485,3,19,6,1,0,37,47,5,26,30,57,1,1,0,148,39,70,35.8
Prince Oniangué,cg CGO,MF,Angers,28,1988,11.7,272,347,78.4,3784,1122,164,197,83.2,78,102,76.5,14,23,60.9,0,0.4,0.3,-0.4,8,14,4,1,45,16,25.8,5,9,2,8,31,23,20,4,16,11,27,8,0,Matches,347,346,1,1,0,0,3,0,0,0,0,0,272,0,8,1,1,1,14,16,1,3,11,11,0,0,0,46,39,55,41.5
Otávio,br BRA,MF,Bordeaux,23,1994,16.5,795,909,87.5,15032,4068,339,367,92.4,301,327,92.0,125,163,76.7,0,0.5,0.8,-0.5,11,51,6,3,79,64,32.8,25,37,2,20,61,41,26,4,22,32,96,35,0,Matches,909,872,35,28,2,27,9,0,7,5,0,0,795,2,9,5,1,1,24,10,0,9,32,42,0,1,0,140,15,16,48.4
Alexandre Oukidja,dz ALG,GK,Strasbourg,29,1988,16.2,278,491,56.6,11127,9619,26,26,100.0,80,82,97.6,171,378,45.2,0,0.0,0.1,0.0,0,16,1,0,0,0,0.0,0,0,0,0,1,1,0,0,0,3,3,9,1,Matches,491,277,211,81,0,3,0,0,0,0,0,0,278,3,1,1,0,0,0,3,0,0,3,0,0,0,0,15,5,0,100.0
Ambroise Oyongo,cm CMR,DF,Montpellier,26,1991,2.2,71,105,67.6,1214,466,37,39,94.9,27,41,65.9,6,16,37.5,0,0.1,0.2,-0.1,2,4,2,2,7,2,0.0,1,1,0,0,1,1,2,1,1,6,8,6,0,Matches,105,81,23,4,0,1,14,19,0,0,0,0,71,1,6,0,0,0,1,3,0,14,6,1,0,0,0,7,2,6,25.0
Pablo,br BRA,DF,Bordeaux,26,1991,14.3,549,631,87.0,12088,3826,161,173,93.1,273,295,92.5,111,151,73.5,3,2.3,0.5,+0.7,5,18,1,0,22,16,62.5,13,3,0,10,16,6,13,7,6,16,32,96,1,Matches,631,617,14,14,1,13,0,0,0,0,0,0,549,0,5,3,0,0,12,6,1,0,16,15,0,1,0,87,41,19,68.3
Vincent Pajot,fr FRA,MF,Saint-Étienne,26,1990,14.3,436,567,76.9,7483,1999,207,261,79.3,177,219,80.8,43,59,72.9,2,1.8,1.2,+0.2,10,23,4,0,58,24,17.6,9,13,2,3,17,14,21,9,12,24,48,34,0,Matches,567,547,18,11,2,6,6,3,0,0,0,0,436,2,11,5,1,0,36,18,1,6,24,16,0,0,0,63,72,48,60.0
Nicolas Pallois,fr FRA,DF,Nantes,29,1987,27.0,585,811,72.1,12990,5790,179,212,84.4,267,333,80.2,129,235,54.9,3,0.5,0.2,+2.5,9,53,1,0,60,39,50.0,25,9,5,18,36,18,34,19,15,35,74,182,3,Matches,811,771,38,32,0,13,3,6,0,0,0,0,585,2,10,8,2,2,13,5,0,3,35,28,0,1,1,176,35,30,53.8
Julian Palmieri,fr FRA,DF,Metz,30,1986,12.5,459,602,76.2,8263,3719,201,232,86.6,221,282,78.4,36,74,48.6,0,0.6,0.6,-0.6,9,59,13,6,56,29,58.6,17,9,3,17,29,12,16,2,14,22,51,31,0,Matches,602,464,136,11,0,4,29,125,0,0,0,0,459,2,20,4,1,0,24,10,0,29,22,15,0,0,0,60,11,10,52.4
Javier Pastore,ar ARG,"MF,FW",Paris S-G,28,1989,15.0,827,1018,81.2,11340,3211,479,544,88.1,238,284,83.8,44,77,57.1,5,3.8,3.6,+1.2,26,85,33,3,96,33,21.7,9,16,8,5,23,18,13,0,13,10,43,14,1,Matches,1018,981,30,18,24,4,11,5,7,1,0,0,827,7,25,2,0,0,13,13,2,11,10,21,0,0,0,70,4,8,33.3
Mateo Pavlović,ba BIH,DF,Angers,27,1990,21.8,745,891,83.6,14186,5736,267,297,89.9,389,424,91.7,80,148,54.1,0,0.1,0.2,-0.1,3,25,2,0,59,13,35.0,10,3,0,7,20,13,14,11,3,21,34,120,0,Matches,891,852,36,34,0,4,0,1,0,0,0,0,745,3,5,8,0,0,30,10,0,0,21,7,0,1,0,117,68,30,69.4
Dimitri Payet,fr FRA,"MF,FW",Marseille,30,1987,26.1,1225,1665,73.6,20226,7263,577,672,85.9,370,506,73.1,165,307,53.7,14,14.4,12.8,-0.4,121,130,70,22,209,22,21.6,5,13,4,8,37,29,19,2,17,19,41,7,1,Matches,1665,1409,247,88,42,17,235,17,127,38,61,2,1225,9,28,6,0,0,17,54,4,235,19,11,3,0,0,134,6,18,25.0
Stef Peeters,be BEL,MF,Caen,25,1992,12.3,348,555,62.7,6624,2858,151,185,81.6,130,176,73.9,58,143,40.6,2,2.9,2.5,-0.9,31,57,9,0,73,22,19.4,6,14,2,6,31,25,17,3,14,7,29,11,0,Matches,555,447,102,40,3,9,96,1,58,22,30,3,348,6,22,4,0,0,23,5,0,96,7,11,0,0,0,69,7,7,50.0
Bryan Pelé,fr FRA,"FW,MF",Troyes,25,1992,17.9,412,610,67.5,6849,2076,201,244,82.4,146,216,67.6,39,90,43.3,2,2.4,2.1,-0.4,24,32,19,7,57,20,14.3,9,8,3,4,28,24,11,0,11,15,35,13,0,Matches,610,565,42,6,2,11,86,18,18,10,3,0,412,3,24,1,0,0,20,17,5,86,15,9,0,0,0,67,12,37,24.5
Yohann Pelé,fr FRA,GK,Marseille,34,1982,8.2,181,235,77.0,5245,4025,21,21,100.0,90,91,98.9,69,122,56.6,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,1,1,2,0,Matches,235,161,74,13,0,0,0,0,0,0,0,0,181,0,0,1,0,0,0,2,0,0,1,0,0,0,0,17,5,0,100.0
Pietro Pellegri,it ITA,FW,Monaco,16,2001,0.3,3,7,42.9,25,1,1,3,33.3,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,1,0,1,0,0,0,0,Matches,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,4,20.0
Théo Pellenard,fr FRA,DF,Bordeaux,23,1994,15.9,649,881,73.7,10159,4572,355,400,88.8,214,288,74.3,54,128,42.2,0,0.9,1.4,-0.9,13,45,15,7,64,32,35.7,13,15,4,10,28,18,15,6,9,32,64,31,0,Matches,881,729,148,13,1,4,52,135,0,0,0,0,649,4,28,4,0,0,26,4,0,52,32,20,0,1,0,102,12,13,48.0
Nicolas Pépé,ci CIV,"FW,MF",Lille,22,1995,31.6,824,1051,78.4,10708,2370,484,554,87.4,191,253,75.5,46,88,52.3,4,3.9,3.0,+0.1,40,46,33,7,90,30,26.2,14,11,5,11,42,31,23,0,23,10,40,20,0,Matches,1051,974,74,21,6,11,58,19,11,4,4,1,824,3,31,5,0,0,29,81,26,58,10,18,1,0,0,107,27,53,33.8
Romain Perraud,fr FRA,FW,Nice,19,1997,0.0,2,3,66.7,35,25,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loïc Perrin,fr FRA,DF,Saint-Étienne,31,1985,27.4,1360,1544,88.1,26094,11794,520,557,93.4,666,722,92.2,158,225,70.2,1,0.5,0.9,+0.5,7,68,6,1,82,39,67.7,28,10,1,21,31,10,35,22,13,36,75,142,1,Matches,1544,1476,63,61,1,10,2,2,0,0,0,0,1360,5,15,3,0,0,16,28,0,2,36,26,0,0,0,161,76,35,68.5
Chris Philipps,lu LUX,"MF,DF",Metz,23,1994,9.4,335,427,78.5,6843,2388,122,147,83.0,158,180,87.8,54,91,59.3,0,0.4,0.5,-0.4,9,40,4,0,40,22,19.2,10,10,2,5,26,21,13,5,8,30,52,18,0,Matches,427,420,6,6,2,9,4,0,0,0,0,0,335,1,9,4,0,0,17,5,0,4,30,12,0,1,0,76,7,12,36.8
Lebogang Phiri,za RSA,MF,Guingamp,22,1994,11.5,590,672,87.8,10074,2936,278,301,92.4,209,229,91.3,76,97,78.4,1,0.4,0.4,+0.6,8,53,3,0,60,28,25.6,14,12,2,11,43,32,9,2,7,19,47,13,0,Matches,672,642,27,17,1,9,8,2,8,7,0,0,590,3,8,1,0,0,13,7,0,8,19,17,0,0,0,66,8,5,61.5
